id,sentence,rating
49,"As a golf course architect, he meticulously designed the landscape, creating green after green of challenging yet beautiful holes for players.",4
194,"The ornithologist studied the birds, nest by nest, to learn more about their breeding habits.",4
381,"Despite her efforts and obtaining education after education, she still found it difficult to secure a stable job in her desired field.",3
390,"As she unpacked her life into the new house, she filled it up, room by room, full by full, until it finally felt like home.",2
172,"In his martial arts training, he progressed from action to action, each movement flowing seamlessly into the next.",4
110,"Improving his technique best by best, the athlete was finally ready to compete in the Olympics.",1
79,"As she scrolled through her inbox, she found herself overwhelmed by message upon message from enthusiastic supporters of her campaign.",5
365,"The conquering army swept through the land, claiming region after region in their relentless march towards the capital.",5
174,"He methodically built his reputation, action by action, until he was considered a leading expert in his field.",4
384,"They communicated not through emails or mass announcements, but personal to personal, ensuring each individual felt valued.",2
357,"The priest performed the ritual, guiding soul after soul into the afterlife with his solemn prayers.",5
81,"As the medium conducted the séance, she summoned spirit after spirit, each one more talkative than the last.",5
3,"In his pursuit to become a successful filmmaker, he tirelessly created short upon short, each one better than the last.",5
142,"The photographer captured the lightning storm, flash by flash, creating a stunning series of images.",4
301,"The designer's clothing line stood up to the test of time, maintaining its quality and style wear after wear.",4
229,"Despite the grueling schedule, the gymnastics team continued to impress spectators meet after meet.",5
112,"Living in a shared apartment, he found himself going from mess to mess, constantly cleaning up after his roommates.",4
214,The caterers at the wedding reception served the guests their meals plate by plate to ensure everyone received their food hot and quickly.,4
387,"She had to sort through personal upon personal document in the attic, a heavy task that revealed decades of family history.",1
359,"In the afterlife, they stood, soul upon soul, waiting for judgement.",5
332,"He lived a nomadic life, moving from place to place, surviving from dinner to dinner.",5
366,"The explorers meticulously mapped the uncharted territory, region by region, to ensure they didn't miss any important details.",5
101,"The psychiatrist dealt with crazy after crazy in his long, taxing career.",3
287,"The archeologist carefully stacked the ancient pottery, placing them bottom upon bottom, to prevent any potential damage.",3
13,"The invading forces seemed endless, army after army pouring over the horizon, each one larger and more intimidating than the last.",5
308,"They shared their deepest secrets, not as lovers or family, but friend to friend, in a bond of trust and mutual respect.",5
258,"As the students filed into the classroom, they took their seats eager by eager, each excited to learn something new.",1
119,"In the dark cave, they rubbed stones together, generating spark upon spark, until finally a fire was born.",5
111,"He stacked his achievements, best upon best, building a towering reputation in the industry.",1
47,"In the bustling dog park, she saw her pup making friend after friend, friendly upon friendly.",2
15,"The king, watching from his castle, saw army upon army approach his kingdom, each one larger and more intimidating than the last.",5
16,"Her perspective on relationships changed dramatically, going from marriage to marriage, each one teaching her something new about herself and love.",4
216,"His memory faded, lost to lost, as the years wore on.",1
302,"As he continued his journey, his shoes started to show their age, breaking down wear by wear until they were nearly unwearable.",4
44,"They interacted in a calm and steady manner, going from friendly to friendly, without any conflict or hostility.",1
279,"In his quest to seek justice, he traveled through court upon court, leaving no stone unturned.",5
396,"In the midst of the war, they found themselves fighting, enemy to enemy, in the desolate battlefield.",4
346,"The salesman methodically worked his way through the neighborhood, going door by door to pitch his product.",2
52,"The lawyer's approach varied from case to case, depending on the unique circumstances of each trial.",5
377,The charity was overwhelmed with generosity as they received hundred after hundred in donations from the supportive community.,1
71,"In the bustling maternity ward, she saw baby upon baby being cradled by their overjoyed parents.",5
114,"As she embarked on the mammoth task of cleaning her cluttered attic, she tackled the daunting task mess by mess.",4
125,"The dragon shed scale after scale, revealing a new, gleaming hide underneath.",5
140,"As he navigated the treacherous storm, the lighthouse guided him home, flashing its beacon flash to flash in the pitch black night.",1
379,"They stacked hundred upon hundred of bricks, creating a towering structure that touched the sky.",1
12,"The generals spoke, negotiating terms of surrender, their messages relayed army to army through trusted couriers.",4
57,"She found herself falling into the same patterns, forming habit after habit that only further isolated her from her loved ones.",5
327,"The relentless adventurer continued his journey, moving east upon east, until he was far beyond the borders of the known map.",1
